fractional.publish,fractional.site,fractional.obs_time,fractional.longitude,fractional.latitude,fractional.persist,fractional.crust,fractional.dist,fractional.rock,fractional.green,fractional.dead,fractional.litter,fractional.crypto,fractional.mid_g,fractional.mid_d,fractional.mid_b,fractional.crn,fractional.over_g,fractional.over_d,fractional.over_b,fractional.num_points,fractional.unoccluded,fractional.obs_key,fractional_chips.obs_key,fractional_chips.filename,fractional_chips.timelag,fractional_chips.b1_sf_mn,fractional_chips.b2_sf_mn,fractional_chips.b3_sf_mn,fractional_chips.b4_sf_mn,fractional_chips.b5_sf_mn,fractional_chips.b6_sf_mn,fractional_chips.b1_sf_sd,fractional_chips.b2_sf_sd,fractional_chips.b3_sf_sd,fractional_chips.b4_sf_sd,fractional_chips.b5_sf_sd,fractional_chips.b6_sf_sd,fractional_chips.b1_fc_mn,fractional_chips.b2_fc_mn,fractional_chips.b3_fc_mn,fractional_chips.b4_fc_mn,fractional_chips.b1_fc_sd,fractional_chips.b2_fc_sd,fractional_chips.b3_fc_sd,fractional_chips.b4_fc_sd,fractional_chips.count
y,ant06,25/06/2012,135.1525222,-18.26630839,28.045,45.9,0,0,30.3,0,21.2,2.6,22.7,0.3,0,12.7,7.7,1.3,1.7,300,231,13515252_01826630_20120625_000000,13515252_01826630_20120625_000000,l7tmre_p102r073_20120701_dbgm3.img,6,471.5555556,723.5555556,774.8888889,2360.666667,1708.777778,970.6666667,68.87688067,90.61654388,75.30891115,28.56960312,106.1066317,111.3053857,112.5555556,148.1111111,138.2222222,115.3333333,3.499559055,3.664982778,4.516089207,115.3333333,9
y,vmh15a,24/05/2014,133.5523275,-15.5711944,19.461,23.1,0,0,33.4,20.1,23.4,0,0.7,0,0,23.3,18,0,5,300,299,13355232_01557119_20140524_000000,13355232_01557119_20140524_000000,l8olre_p104r071_20140526_dbgm3.img,2,619.2222222,844.6666667,1014,2390.111111,2737.111111,1749.888889,18.33501676,19.32183566,31.2623309,56.92772112,56.38054125,55.54066467,108.5555556,137.6666667,152.4444444,111.3333333,3.095197395,1.154700538,2.753224821,111.3333333,9
y,cent14,1/10/2011,133.2920027,-14.40307036,22.054,5.5,0,0,17.2,40,37.2,0,3.3,0,0,34.7,19.3,0.7,0.3,300,290,13329200_01440307_20111001_000000,13329200_01440307_20111001_000000,l7tmre_p104r070_20111001_dbgm3.img,0,570.2222222,698.5555556,847.7777778,1895.222222,2096.333333,1241.888889,20.05978718,11.64389312,26.74479296,109.6608689,76.71447785,58.80371199,105.3333333,132.3333333,161.3333333,114.5555556,2.708012802,2.538591035,4.396968653,114.5555556,9
y,g39-2,18/09/2011,137.3149293,-18.32952959,6,31.7,0,4.7,11.3,31.7,12.3,8.3,0,0,0,6,6,0,0,300,300,13731492_01832952_20110918_000000,13731492_01832952_20110918_000000,l5tmre_p101r073_20110918_dbgm3.img,0,612.8888889,948.1111111,1189.333333,1936.555556,2522.888889,1845.444444,24.44696957,38.74258193,57.3100728,79.78458652,40.43772838,77.16808654,123.4444444,116.5555556,158.6666667,111.2222222,5.144816401,0.955813919,5.163977795,111.2222222,9
y,mdc06a,6/08/2015,132.86609,-15.63332,4.32,5,0,0,28,60.3,6.7,0,0.3,0,0,4,4,0,0,300,300,13286609_01563332_20150806_000000,13286609_01563332_20150806_000000,l7tmre_p104r071_20150809_dbgm3.img,3,510.1111111,822,1116.333333,2259.777778,2894.222222,1801.222222,21.21029333,12.4365054,34.95393794,30.90047744,65.32955393,89.2758245,106.1111111,128.7777778,164,111.2222222,3.142696805,2.298684541,2.666666667,111.2222222,9
y,ghn08a,20/04/2016,132.1411249,-23.5904768,0,24.7,0,0,0.3,30.7,44.3,0,0,0,0,0,0,0,0,300,300,13214112_02359047_20160420_000000,13214112_02359047_20160420_000000,l8olre_p103r076_20160422_dbgm3.img,2,556,875.8888889,1558.333333,2289.666667,3143.222222,2655.333333,13.0979218,36.18607603,113.0024582,117.1048913,171.0456585,200.1099698,148.2222222,110.2222222,139.7777778,109.3333333,3.880944266,0.785674201,3.520662115,109.3333333,9
y,tdr23a,8/10/2015,134.785044,-24.32988938,0,85,0,0,0,2,13,0,0,0.3,0,0,0,0,0,300,300,13478504_02432988_20151008_000000,13478504_02432988_20151008_000000,l8olre_p102r077_20151006_dbgm3.img,2,723.2222222,1270.444444,2467.333333,3290.888889,4500.888889,4149.111111,11.76414305,22.04092714,44.31703961,49.94540229,64.58834509,68.11500805,180.8888889,108.8888889,109.2222222,106,1.852592445,0.566557724,2.042752923,106,9
y,tpw04a,14/08/2018,130.89221,-13.60217,9.441,2.3,0,0,1,68.3,28.3,0,0,0,0,13.7,9,0,4.7,300,300,13089221_01360217_20180814_000000,13089221_01360217_20180814_000000,l7tmre_p106r069_20180815_dbgm2.img,1,502.2222222,769.8888889,1181.777778,2280.444444,3353.666667,2022.444444,25.60719421,22.2383275,52.79683866,53.56638895,73.25450308,57.4613128,105.2222222,125.3333333,168.3333333,110.8888889,1.39664501,2.98142397,3.12694384,0.314269681,9
y,wlm17a,25/06/2016,129.34554,-18.33814,0,44,0,0,4.3,31.3,20.3,0,0,0,0,0,0,0,0,300,300,12934554_01833814_20160625_000000,12934554_01833814_20160625_000000,l7tmre_p106r073_20160622_dbgm2.img,3,921.8888889,1213.777778,1536,2113.555556,3167.555556,2632.444444,33.07044483,25.07667255,33.44315243,32.56143292,62.31481206,62.93578934,139,105.1111111,154.4444444,109,2.867441756,2.182986967,2.408831488,109,9
y,orc21a,13/06/2018,133.57488,-24.4763,2.357,78,0,0,0.3,4.7,17,0,0,0,0,4.7,2.3,0,1,300,300,13357488_02447630_20180613_000000,13357488_02447630_20180613_000000,l7tmre_p102r077_20180616_dbgm3.img,3,568.6666667,1199.555556,2267.444444,2967.666667,4177.888889,3750.888889,48.55237722,82.06381137,161.176998,125.4538428,277.8146642,281.3575994,168.4444444,107.1111111,122.8888889,106.3333333,6.038968107,2.131480677,4.840671314,0.666666667,9
y,npb21a,17/05/2016,132.80016,-22.79531,0,94.3,0,0,1.7,2.3,1.7,0,0,0,0,0,0,0,0,300,300,13280016_02279531_20160517_000000,13280016_02279531_20160517_000000,l7tmre_p103r076_20160516_dbgm3.img,1,1069.888889,1881.111111,2858.555556,3643.444444,5286.222222,4880.777778,56.71261753,96.33442265,123.7767804,105.1951743,178.9312579,205.9286704,194.5555556,100.2222222,104.5555556,104.6666667,3.803831726,0.628539361,3.715167444,104.6666667,9
y,cts19a,26/05/2016,132.11445,-25.4473,2.349,81,0,0.3,2,1.3,15.3,0,0,0,0,4.7,2.3,1.7,0.7,300,300,13211445_02544730_20160526_000000,13211445_02544730_20160526_000000,l7tmre_p103r078_20160516_dbgm2.img,10,337.1111111,796.5555556,1852,2448.333333,3469.444444,3360.222222,30.74787958,31.8402649,43.2229363,48.78068835,63.32124641,70.68046686,162.5555556,115.7777778,120.3333333,108.4444444,3.467663674,1.133115447,2.905932629,108.4444444,9
y,mqa16a,8/08/2017,137.26896,-22.75362,1.672,84,0,1.3,1.3,6.3,7,0,0,0,0,3,1.7,0,0.3,300,300,13726896_02275362_20170808_000000,13726896_02275362_20170808_000000,l8olre_p100r076_20170810_dbgm3.img,2,653.8888889,1204.777778,2433.666667,3305.222222,4927.666667,4291.888889,31.86933198,87.31905453,237.6636278,190.2902916,369.3631155,365.1348136,173.5555556,108.2222222,116.6666667,105.8888889,10.55263117,2.346523565,9.695359715,105.8888889,9
y,bdm06a,16/06/2014,135.2443461,-16.515199,16.604,5.7,0,3,33,31.7,26.7,0,3,1,1,19.7,13.3,0,6,300,300,13524434_01651519_20140616_000000,13524434_01651519_20140616_000000,l8olre_p102r071_20140613_dbgm3.img,3,515.6666667,796.6666667,1101.888889,2391.888889,3021.444444,1937.777778,60.28819674,96.69080158,161.9076859,150.5186917,282.6726065,248.7478767,109.4444444,131.6666667,157.5555556,111,3.890475867,5.163977795,2.114033066,111,9
y,atl 31a,18/05/2018,135.46091,-17.92241,0,6.7,0,0,4.7,60,28.7,0,0,0,0,0,0,0,0,300,300,13546076_01792235_20180518_000000,13546076_01792235_20180518_000000,l7tmre_p102r072_20180515_dbgm3.img,3,746.5555556,1109.333333,1561.444444,2255.333333,3035.444444,2262.777778,17.80830712,25.05992817,21.07716569,34.27016843,43.61730317,36.8985931,130.2222222,108.7777778,159.4444444,109,2.484519975,1.133115447,2.266230895,0,9
y,vtd02,4/06/2013,132.1044424,-25.77835776,5,19.1,0,0,17.3,23.8,39.7,0,5,1.7,0,0,0,0,0,300,277,13210444_02577835_20130604_000000,13210444_02577835_20130604_000000,l7tmre_p103r078_20130609_dbgm2.img,5,474.3333333,807.4444444,1359.333333,2160.333333,2955,2307.222222,43.45112196,41.59623677,56.6568619,90.52930772,134.5263295,110.5137274,133.7777778,115.2222222,149.2222222,110.4444444,2.393406581,2.528845928,3.823255674,110.4444444,9
y,icr17a,12/07/2018,133.7737,-25.09232,0,65.7,0,21,0,4.3,3.3,5.7,0,0,0,0,0,0,0,300,300,13377370_02509232_20180712_000000,13377370_02509232_20180712_000000,l8olre_p102r077_20180710_dbgm3.img,2,706.2222222,1318.333333,2459.444444,3046.777778,4380.111111,3984.777778,24.43939342,50.04664491,96.5782482,114.485106,177.0959843,160.4561399,101.3333333,116.8888889,106.1111111,,0.471404521,3.247030932,0.314269681,,9
y,cts14a,25/05/2016,131.81875,-25.04569,0.334,65.7,0,0,8.3,7.7,18.3,0,0,0,0,0.7,0.3,0,0.3,300,300,13181875_02504569_20160525_000000,13181875_02504569_20160525_000000,l7tmre_p103r077_20160516_dbgm3.img,9,484.3333333,1040.555556,1896.222222,2613.888889,3660.222222,3305,40.10818703,55.62395789,115.9566756,93.24334286,132.4225373,153.5216235,158.2222222,109.5555556,130.8888889,107.5555556,6.160407234,2.165954299,4.817662975,107.5555556,9
y,llc07,1/05/2012,134.2320078,-25.46981268,56.296,0,27.3,0,12,2.7,58,0,0,0,0,77.7,50.7,1.3,10,300,300,13423200_02546981_20120501_000000,13423200_02546981_20120501_000000,l7tmre_p101r078_20120507_dbgm3.img,6,253.5555556,477.4444444,543.4444444,2467,1286.333333,736.5555556,23.64605258,31.16305188,73.69322464,54.28730156,130.9656444,137.4458367,108.3333333,157.1111111,133,119.4444444,3.858612301,4.677236707,3.711842909,119.4444444,9
y,nen06a,1/11/2017,132.46721,-15.36077,21.864,1.7,0,0,1.7,63,33.7,0,0,0,0,30.7,20.3,2.7,7,300,300,13246721_01536077_20171101_000000,13246721_01536077_20171101_000000,l7tmre_p104r071_20171102_dbgm3.img,1,461.2222222,702.7777778,977.8888889,2159.333333,2854.222222,1859.666667,7.130182759,19.90967257,19.98023715,25.82419193,77.34738059,83.89676196,108.2222222,133.8888889,156.3333333,112.1111111,0.916245695,1.5234788,0.942809042,112.1111111,9
y,um10,2/05/2012,133.6090221,-25.89828698,1,0,28.7,0,32,16,23.3,0,0,0,0,1,1,0,0,300,300,13360902_02589828_20120502_000000,13360902_02589828_20120502_000000,l7tmre_p102r078_20120428_dbgm3.img,4,374.1111111,689.3333333,1129.333333,1944.333333,2811,2200.666667,39.45868288,38.55155279,23.30474439,61.72699752,58.51685417,42.58325179,127.3333333,119.1111111,152.3333333,111.7777778,1.825741858,1.448711646,2.40370085,111.7777778,9
y,azr01,27/06/2012,133.8912376,-23.77707396,2.397,1,34.7,0,0,36.7,27.7,0,0,0,0,6,2.3,0,2.7,300,300,13389123_02377707_20120627_000000,13389123_02377707_20120627_000000,l7tmre_p102r076_20120701_dbgm3.img,4,716.4444444,1051.333333,1448.222222,1967.888889,3226.333333,2762.666667,58.44866905,64.44118766,105.0542482,76.68904665,181.2524329,222.2766045,139.8888889,101.8888889,156.8888889,109.3333333,5.743487993,3.142696805,4.771313456,109.3333333,9
y,tld20a,4/05/2018,136.61191,-22.64552,1.338,17.7,0,0,3.7,50.3,28.3,0,0,0,0,2,1.3,0.3,0.3,300,300,13661191_02264552_20180504_000000,13661191_02264552_20180504_000000,l7tmre_p100r076_20180501_dbgm3.img,3,668,1069.111111,1853.444444,2532.333333,3823.888889,3141.444444,32.97473781,35.98902439,34.92248913,56.8096236,65.23196974,62.83330877,146.3333333,105.3333333,147,107.8888889,2.160246899,1.247219129,2.666666667,0.314269681,9
y,mds13a,1/04/2014,132.3243833,-22.17658729,0.666,39.5,0,0,11.7,31.1,16.4,1.3,0.3,0,0,0.3,0.3,0,0,300,299,13232438_02217658_20140401_000000,13232438_02217658_20140401_000000,l8olre_p103r075_20140401_dbgm3.img,0,616.5555556,1112.888889,2035.333333,3409.666667,4110.444444,3316.888889,15.28333232,37.61336773,139.4361662,125.3652442,191.6687601,212.3401069,150,121.5555556,127,106.7777778,5.944184833,0.831479419,5.617433182,106.7777778,9
y,udl19a,21/03/2017,134.0298,-23.82998,7.829,16.7,0,0,0.7,36.7,27.3,18.7,0,0,0,16.7,7.3,2.3,6.3,300,300,13402980_02382998_20170321_000000,13402980_02382998_20170321_000000,l7tmre_p102r076_20170325_dbgm3.img,4,574.8888889,989.3333333,1592,2495.555556,3351.888889,2601.444444,22.756901,43.13286965,118.6488751,111.5438241,246.6556054,275.4592574,134.8888889,114.6666667,149.1111111,109,4.863570806,2.357022604,3.956554181,109,9
y,pmv15a,28/03/2017,132.89082,-24.79828,1,49.7,0,0,4.7,26,19.7,0,0,0,0,2,1,1,0,300,300,13289082_02479828_20170328_000000,13289082_02479828_20170328_000000,l7tmre_p102r077_20170325_dbgm3.img,3,431.8888889,950.7777778,2080,3046.444444,3981.111111,3578.444444,13.79568728,18.10327029,25.04218663,25.1135692,33.29145517,47.56308352,156.6666667,119.6666667,122,107,1.333333333,1.490711985,0.942809042,107,9
y,mar16a,1/07/2014,136.0469724,-16.85444777,12.593,16.3,0,0,10,29.7,44,0,1.7,0.3,0,18.3,10.3,0,8,300,300,13604697_01685444_20140701_000000,13604697_01685444_20140701_000000,l8olre_p102r072_20140629_dbgm3.img,2,492.5555556,730.1111111,990.7777778,2077.888889,2923.777778,2044.555556,18.82144823,30.31847418,50.09497153,39.65810676,116.2122367,124.6284354,112,128.5555556,158.3333333,111.5555556,2.309401077,2.31474074,1.333333333,111.5555556,9
y,em1,8/06/2012,133.9635661,-23.75483317,0,13,43,0,7.3,23.7,13,0,0,0,0,0,0,0,0,300,300,13396356_02375483_20120608_000000,13396356_02375483_20120608_000000,l7tmre_p102r076_20120530_dbgm3.img,9,727.6666667,1287.888889,2054.222222,2917.444444,3947.888889,3175.555556,32.28002478,41.76772929,95.37502326,80.42403056,156.1113879,212.1614224,147.2222222,108.8888889,142.2222222,106.8888889,6.142344427,1.968893905,5.028314888,106.8888889,9
y,hmd22,31/07/2015,133.1465561,-23.56557875,0.666,44.7,0,0,0.3,11.7,43.3,0,0.3,0,0.3,0.3,0.3,0,0,300,300,13314655_02356557_20150731_000000,13314655_02356557_20150731_000000,l7tmre_p103r076_20150802_dbgm3.img,2,881,1469.555556,2151.888889,2698.888889,4000,3482.666667,29.01340686,29.11704774,49.66430519,34.94263376,108.2250741,178.192156,160,100.1111111,138.8888889,106.5555556,5.811865258,0.314269681,5.404616225,106.5555556,9
y,stp_01a_emt02,20/08/2014,131.8994102,-15.23196655,19.101,4.7,0,0,0.7,69.7,25,0,0,0,0,34,17,0,11,300,300,13189941_01523196_20140820_000000,13189941_01523196_20140820_000000,l8olre_p105r070_20140821_dbgm2.img,1,460.5555556,668,952.3333333,2219,2509.555556,1490.888889,10.45743873,18.34847859,33.9803865,68.90412018,81.82924105,58.14626088,132.1111111,158.8888889,112.7777778,,2.233305694,1.594744455,0.41573971,,9
y,alb14a,24/08/2015,134.304843,-24.430253,0.333,55.3,0,2.7,0,1.7,40.3,0,0.3,0,0,0,0,0,0,300,300,13430484_02443025_20150824_000000,13430484_02443025_20150824_000000,l7tmre_p102r077_20150827_dbgm3.img,3,724.6666667,1273.333333,2308.888889,3024.888889,4530.111111,4044.777778,19.73153145,37.01651283,64.06324036,72.23487069,52.37141808,78.88638494,168.6666667,104,126.2222222,106,3.559026084,1.154700538,3.644715437,106,9
y,ubr12,29/08/2013,133.408,-25.787,5.586,21.8,0,0.7,11.1,35.3,31.1,0,3,0,0,8,2.7,0,0.3,300,289,13340799_02578700_20130829_000000,13340799_02578700_20130829_000000,l8olre_p102r078_20130829_dbgm3.img,0,511.6666667,764.6666667,1260.444444,1962.111111,2739.222222,2300.777778,16.30950643,13.06394529,33.87595382,50.78810982,50.5871696,55.40312422,142,111.7777778,144.6666667,111,1.56347192,0.785674201,1.763834207,111,9
y,mky06a,27/10/2015,131.05018,-13.61038,0,1.7,0,0,0,91,7.3,0,0,0,0,0,0,0,0,300,300,13105018_01361038_20151027_000000,13105018_01361038_20151027_000000,l7tmre_p105r069_20151019_dbgm2.img,8,344.3333333,394,502,887.8888889,1136.666667,621.6666667,42.14788778,66.12950258,103.1352941,130.5607091,307.0888398,193.4930375,107,109.4444444,182.6666667,124.4444444,7.007932014,6.184408911,8.219218671,124.4444444,9
y,orc08a,14/08/2013,133.602,-24.486,3.403,46.8,0,0,12.1,9.4,30,1.7,0.3,0,0,10.3,3,1,3,300,297,13360200_02448600_20130814_000000,13360200_02448600_20130814_000000,l8olre_p102r077_20130813_dbgm3.img,1,506.5555556,886.8888889,1724.333333,2601.222222,3505.777778,2926.222222,25.76005138,28.97678935,55.88082557,53.67552262,76.60690102,70.22151898,147.7777778,113.7777778,137.2222222,108.4444444,2.393406581,1.227262335,2.096440252,108.4444444,9
y,ubr13a,28/05/2018,133.49869,-25.66686,4.11,35,0,0,0,33,32,0,0,0,0,9.7,4,2.7,2.7,300,300,13349900_02566700_20180528_000000,13349900_02566700_20180528_000000,l7tmre_p102r078_20180515_dbgm3.img,13,414,729.4444444,1379.666667,1928.666667,3125.555556,2582.555556,38.94155164,38.23352546,68.75560583,104.1985285,83.81475753,93.32513191,142.3333333,108,148.3333333,110.3333333,3.265986324,2.260776661,4.472135955,0.471404521,9
y,wvh25a,26/05/2015,131.1792,-17.4842,0,2.3,0,2.3,5,77.7,12.7,0,0,0,0,0,0,0,0,300,300,13117920_01748420_20150526_000000,13117920_01748420_20150526_000000,l7tmre_p105r072_20150528_dbgm2.img,2,794.6666667,1280.888889,1955.333333,2951.888889,2903.555556,1665.555556,31.2623309,32.59326599,35.16943117,88.56566233,122.8676896,42.14027135,103.6666667,100.8888889,194.6666667,108.6666667,6.289320755,1.099943882,7.615773106,108.6666667,9
y,udl13,9/10/2013,134.1971907,-23.80017792,3.648,51.4,0,0.3,1,8.1,37.2,2,1,0.3,0,4.3,2.7,0.3,0.7,300,296,13419719_02380017_20131009_000000,13419719_02380017_20131009_000000,l7tmre_p102r076_20131008_dbgm3.img,1,584.3333333,1108.555556,1961.444444,2721.777778,3847.333333,3496.888889,17.39092995,38.87904637,47.78449565,39.9382239,74.36546391,96.59473697,159.7777778,108.6666667,130.1111111,107.1111111,2.439388711,1.154700538,2.024540795,107.1111111,9
y,bdc08a,27/09/2018,133.13449,-15.77639,22.143,15,0,0,1.3,57.3,26.3,0,0,0,0,27.3,20.7,0,6.7,300,300,13313449_01577639_20180927_000000,13313449_01577639_20180927_000000,l8olre_p104r071_20180926_dbgm3.img,1,630.3333333,969.3333333,1394,2982.333333,3009.111111,1782.888889,16.79285562,22.627417,42.92111627,17.4610678,58.47401027,52.63594979,126.5555556,164.2222222,109.7777778,,1.832491389,2.528845928,0.41573971,,9
y,foh08a,27/05/2014,133.1903511,-15.76343701,9.554,5,0,0,20,60.7,14,0.3,2.7,0,0,9,7,0,1.7,300,300,13319035_01576343_20140527_000000,13319035_01576343_20140527_000000,l8olre_p104r071_20140526_dbgm3.img,1,489.1111111,731.5555556,976.5555556,2341.222222,2734.222222,1676.888889,26.28241679,39.13540912,73.13474795,89.29449128,189.3965726,154.8414562,106.1111111,136,156.8888889,112,1.662958839,5.395471352,5.342584569,112,9
y,amg10,22/06/2012,134.1876888,-16.41557821,21.651,5.3,0,0,6.3,65.1,21.5,1.8,5.3,0,0,28,16.7,1.3,5,300,284,13418768_01641557_20120622_000000,13418768_01641557_20120622_000000,l7tmre_p103r071_20120622_dbgm3.img,0,439.1111111,693,875.4444444,2128.111111,2677,1652.444444,31.58566639,35.13782387,53.24808001,52.45409516,67.13667651,100.2675433,104.5555556,140.5555556,153.8888889,113,3.1661793,4.901498889,2.884612219,113,9
y,mky08a,28/10/2015,131.60272,-13.11697,0,14.7,0,0,0,62,23.3,0,0,0,0,0,0,0,0,300,300,13160272_01311697_20151028_000000,13160272_01311697_20151028_000000,l8olre_p105r069_20151027_dbgm2.img,1,1145.111111,1384.555556,1725.555556,2484.777778,3485.777778,3227.555556,14.84321352,23.11858853,35.36825668,62.65740672,63.39256489,61.75239287,163.2222222,105,130.2222222,107.1111111,1.547598697,1.154700538,1.227262335,107.1111111,9
y,msk21a,16/06/2016,134.28915,-22.03736,5.461,45.7,0,0,1.3,40.3,12,0.7,0,0,0,9.3,5.3,0,2.3,300,300,13428915_02203736_20160616_000000,13428915_02203736_20160616_000000,l7tmre_p102r075_20160626_dbgm3.img,10,565.1111111,1024.888889,1879.333333,2445.777778,3754.222222,3334.888889,55.89562584,68.87257871,94.00236404,77.95123515,154.2456755,176.1277595,157.2222222,104,137.3333333,107.7777778,5.028314888,1.699673171,4.760952286,107.7777778,9
y,vrd-28,31/07/2012,131.1678277,-16.54977055,2.694,1.3,14,3,0,31.7,50,0,0,0,0,4.3,2.7,0,1,300,300,13116782_01654977_20120731_000000,13116782_01654977_20120731_000000,l7tmre_p105r071_20120807_dbgm2.img,7,826.8888889,1150.333333,1599.444444,2373.222222,2925.777778,2003.777778,19.23217469,36.4447832,56.41140765,68.74393351,79.12546686,51.55316086,121,109.5555556,168.3333333,109.2222222,2.494438258,1.892154041,2.748737084,109.2222222,9
y,mtb15a,21/05/2016,136.48299,-18.52282,0,1,0,0,12.3,86.7,0,0,0,0,0,0,0,0,0,300,300,13648299_01852282_20160521_000000,13648299_01852282_20160521_000000,l8olre_p101r073_20160526_dbgm3.img,5,622.1111111,930.5555556,1296.555556,2098.111111,2646.222222,1585.222222,10.54560935,19.67011897,29.3980767,43.98596858,64.50801462,45.73784666,103.1111111,109.5555556,186.5555556,111,2.131480677,0.496903995,2.586765939,111,9
y,vrd69a,28/08/2018,131.27299,-16.34676,1.718,6.3,0,4,0,51.7,38,0,0,0,0,4.7,1.7,0,3,300,300,13127299_01634676_20180828_000000,13127299_01634676_20180828_000000,l7tmre_p105r071_20180824_dbgm2.img,4,805.8888889,1267.222222,1957.555556,2894.666667,2963.111111,1922.333333,35.98284914,66.24663979,102.7533304,148.8183083,140.2453758,60.7709726,120,104.7777778,173.5555556,108.3333333,8.11035004,2.096440252,9.967849552,0.471404521,9
y,kid01,14/10/2014,130.9683282,-16.01515439,0.333,9.3,0,17,1.3,61.7,10.7,0,0.3,0,0,0,0,0,0,300,300,13096832_01601515_20141014_000000,13096832_01601515_20141014_000000,l7tmre_p105r071_20141016_dbgm2.img,2,819.7777778,1265.333333,1795.555556,2619.888889,3701.888889,2730.888889,39.76536119,50.1220732,52.96772835,60.0526518,90.39105713,151.511235,127.6666667,108.7777778,161.8888889,107.6666667,5.163977795,0.785674201,5.258737585,107.6666667,9
y,eld15a,7/10/2015,130.53111,-13.68186,0,1.3,0,0,73,4.7,21,0,0,0,0,0,0,0,0,300,300,13053111_01368186_20151007_000000,13053111_01368186_20151007_000000,l8olre_p106r069_20151002_dbgm2.img,5,387.2222222,611.2222222,778.2222222,2645.888889,3205.888889,1921,5.902499993,9.554263479,28.31873262,53.61269428,93.70573852,73.45595808,103,158.2222222,137.3333333,112.2222222,0.666666667,1.547598697,1.054092553,112.2222222,9
y,bdu32a,29/06/2016,129.35213,-18.42066,0,22.3,0,0,8.3,50.7,18.7,0,0,0,0,0,0,0,0,300,300,12935212_01842066_20160629_000000,12935212_01842066_20160629_000000,l8olre_p106r073_20160630_dbgm2.img,1,903.3333333,1200,1505.666667,2196.888889,3261.888889,2472.222222,13.7113092,24.61706725,37.29760195,52.57892363,47.83872082,45.16581248,125.6666667,106.7777778,166.2222222,108.8888889,2.260776661,0.41573971,2.657391276,108.8888889,9
y,gnk09a,17/08/2014,132.3845307,-15.97641423,18.588,9.3,0,0,1.3,59.7,29.7,0,1.3,0,0.3,21.7,16.7,0,5,300,300,13238453_01597641_20140817_000000,13238453_01597641_20140817_000000,l8olre_p104r071_20140814_dbgm3.img,3,549.1111111,817.5555556,1157.555556,2407.222222,2802.666667,1735.555556,22.90775921,40.06137267,92.04963771,34.49243968,133.2082747,121.3398452,109.1111111,127,162.5555556,111,2.469567863,4.294699576,2.408831488,111,9
y,um12,2/05/2012,133.5181325,-25.89079523,0.333,0,33.3,0,31.7,19,16,0,0,0,0,0.3,0.3,0,0,300,300,13351813_02589079_20120502_000000,13351813_02589079_20120502_000000,l7tmre_p102r078_20120428_dbgm3.img,4,410,782.1111111,1287.111111,1969.222222,2953.444444,2408,35.0142828,22.29820344,87.54864609,89.39398162,110.73202,129.2250406,134.8888889,111.7777778,151.5555556,110.6666667,3.603838831,1.314684396,3.1661793,110.6666667,9
y,lkn46a,14/05/2017,137.06728,-21.46778,0,31,0,7,0,37.7,24.3,0,0,0,0,0,0,0,0,300,300,13706728_02146778_20170514_000000,13706728_02146778_20170514_000000,l7tmre_p100r075_20170514_dbgm3.img,0,819.1111111,1465.333333,2280.222222,2939,4097.222222,3255.777778,33.7752192,23.02655472,40.3781508,46.09410664,74.1676446,52.91245973,147.8888889,101.5555556,149,106,2.884612219,0.831479419,3.681787006,106,9
y,vmh14a,24/05/2014,133.7466204,-15.52580983,33.696,14.7,0,9.7,13.7,25,37,0,0,0,0.3,41,31,0,8,300,300,13374662_01552580_20140524_000000,13374662_01552580_20140524_000000,l8olre_p104r071_20140526_dbgm3.img,2,501.2222222,700.5555556,937.7777778,2422.666667,2189.555556,1317.888889,15.44004734,12.70267786,36.55673757,60.62086183,106.729264,80.78152215,111.2222222,136.1111111,151.4444444,113.4444444,2.615244955,2.182986967,2.948110925,113.4444444,9
y,urg 12,5/05/2013,134.293897,-17.57376489,0,53.3,0,0,14,10,22.3,0.3,0,0,0,0,0,0,0,300,300,13429389_01757376_20130505_000000,13429389_01757376_20130505_000000,l7tmre_p103r072_20130508_dbgm3.img,3,873.3333333,1219.222222,1624.333333,2294.111111,3189.777778,2588.444444,32.73122872,29.13485037,32.72783389,35.17083528,61.57159839,47.35002314,139.8888889,108.1111111,150.4444444,108.5555556,1.662958839,1.369869778,1.832491389,108.5555556,9
y,pwc13a,14/06/2018,133.22768,-17.77749,5.068,18,0,0,0.7,48.3,19,14,0,0,0,6.7,5,0.3,1.3,300,300,13322759_01777849_20180614_000000,13322759_01777849_20180614_000000,l8olre_p104r072_20180606_dbgm3.img,8,657,1037.666667,1556.777778,2650.888889,3201.888889,2287.222222,14.71960144,7.468452167,27.56317099,42.87823702,61.5529482,46.51828261,117,154,109,,0.666666667,1.054092553,0,,9
y,warr01,9/08/2013,133.8485513,-19.44964078,14.453,45.6,0,0.3,0,4.7,49,0.3,0.7,0,0,30,12.3,2.3,11.7,300,298,13384855_01944964_20130809_000000,13384855_01944964_20130809_000000,l7tmre_p103r073_20130812_dbgm3.img,3,592.7777778,1052,1604,2331.444444,3249.111111,2785.333333,28.49474719,55.3594316,95.1221437,77.55444125,150.6101992,161.1300372,146.5555556,109.6666667,141.8888889,108.5555556,3.435472185,2.581988897,3.142696805,108.5555556,9
