fractional.publish,fractional.site,fractional.obs_time,fractional.longitude,fractional.latitude,fractional.persist,fractional.crust,fractional.dist,fractional.rock,fractional.green,fractional.dead,fractional.litter,fractional.crypto,fractional.mid_g,fractional.mid_d,fractional.mid_b,fractional.crn,fractional.over_g,fractional.over_d,fractional.over_b,fractional.num_points,fractional.unoccluded,fractional.obs_key,fractional_chips.obs_key,fractional_chips.filename,fractional_chips.timelag,fractional_chips.b1_sf_mn,fractional_chips.b2_sf_mn,fractional_chips.b3_sf_mn,fractional_chips.b4_sf_mn,fractional_chips.b5_sf_mn,fractional_chips.b6_sf_mn,fractional_chips.b1_sf_sd,fractional_chips.b2_sf_sd,fractional_chips.b3_sf_sd,fractional_chips.b4_sf_sd,fractional_chips.b5_sf_sd,fractional_chips.b6_sf_sd,fractional_chips.b1_fc_mn,fractional_chips.b2_fc_mn,fractional_chips.b3_fc_mn,fractional_chips.b4_fc_mn,fractional_chips.b1_fc_sd,fractional_chips.b2_fc_sd,fractional_chips.b3_fc_sd,fractional_chips.b4_fc_sd,fractional_chips.count
y,wind04,14/04/2003,142.8126303,-24.64510482,0,39.1,0.3,0.7,0,40.4,19.5,0,0,0,0,0,0,0,0,302,302,14281263_02464510_20030414_000000,14281263_02464510_20030414_000000,l7tmre_p096r077_20030410_dbgm4.img,4,723.4444444,1154.222222,1734.222222,2105.222222,3073.888889,2590.222222,42.19560565,41.69406507,51.75106607,63.22759204,54.15296123,57.90178999,153.3333333,100,145.6666667,108.7777778,3.018461713,0,3.018461713,108.7777778,9
y,chat23,25/04/2006,145.846143,-19.69181027,0,55,0.7,0,43,0.7,1.3,0,0,0,0.3,0,0,0,0,300,300,14584614_01969181_20060425_000000,14584614_01969181_20060425_000000,l7tmre_p095r074_20060427_dbgm5.img,2,386.6666667,596.4444444,627.5555556,2093.888889,1532.555556,1089,18.72609587,18.76232105,25.82036712,31.47995639,43.59437046,49.8998998,124.2222222,149.3333333,124.8888889,116.8888889,2.93552107,2,2.282515398,116.8888889,9
y,cadec12,12/08/1999,142.33464,-22.23107,0,38.3,19.5,6.6,21.5,14.2,0,0,0,0,0,0,0,0,0,303,303,14233464_02223107_19990812_000000,14233464_02223107_19990812_000000,l7tmre_p097r075_19990812_dbgm4.img,0,671.8888889,1107.444444,1719.222222,2269.111111,2996,2520,14.89552091,33.68188142,50.49703573,40.68973238,47.83072002,66.65499898,153.5555556,105.5555556,139.4444444,109,2.910177967,0.831479419,3.201080065,109,9
y,ariz27,4/11/2003,141.3192855,-18.91967427,5.8,0,15.9,0,28.9,7.5,47.8,0,6.5,0.5,0,35.8,0,10,0,201,201,14131928_01891967_20031104_000000,14131928_01891967_20031104_000000,l7tmre_p098r073_20031102_dbgm4.img,2,780.3333333,1070.555556,1558.222222,2709.111111,3507.222222,2468.333333,20.65053134,33.44352158,48.85074269,78.97460132,173.2575333,157.7945218,122.3333333,120.5555556,155.7777778,108.4444444,2.905932629,0.955813919,3.083208206,108.4444444,9
n,nsw001,24/11/2010,148.8290969,-32.20564384,0.5,13.5,5.5,0,40.5,37,3.5,0,0,0,0,0.5,0.5,0,0,200,200,14882909_03220564_20101124_000000,14882909_03220564_20101124_000000,l7tmre_p091r082_20101119_dbgm5.img,5,288.2222222,520.1111111,550.2222222,2312.888889,1721.111111,942.2222222,13.55464478,12.30577502,20.50353779,41.50085526,67.21184493,66.76955024,105.5555556,158.7777778,134.2222222,117.4444444,1.422916497,1.98761598,2.93552107,117.4444444,9
y,aram0932,15/09/2009,145.2406525,-23.22203172,0,4.6,0,0,1.3,60.4,33.7,0,0,0,0,0,0,0,0,303,303,14524065_02322203_20090915_143500,14524065_02322203_20090915_143500,l5tmre_p095r076_20090918_dbgm5.img,3,961.7777778,1511.666667,1915.777778,2429.333333,3388.333333,2449.777778,18.04178962,46.90652644,46.18989254,53.81656085,51.39822738,64.5441757,119.2222222,101.2222222,178.3333333,107.5555556,3.520662115,1.39664501,3.741657387,107.5555556,9
y,mtmee1,31/05/2009,152.7255504,-27.08139312,87.7,0,0,0,2.7,0,97.3,0,21.1,2.3,0,94,83.6,0.7,1.3,298,298,15272555_02708139_20090531_000000,15272555_02708139_20090531_000000,l5tmre_p090r079_20090509_dbgm6.img,22,60.88888889,247.5555556,180.6666667,2083.333333,805,182.2222222,46.35957157,97.24666359,46.03863112,314.9765423,136.7739416,109.1317021,100.2222222,195.3333333,103.3333333,137.7777778,0.628539361,8.406346809,8.743251366,12.14521193,9
y,tulun03,5/05/2005,152.532241,-27.27420354,0,0.5,0,0,8.5,90.5,0.5,0,0,0,0,0,0,0,0,200,200,15253224_02727420_20050505_000000,15253224_02727420_20050505_000000,l5tmre_p090r079_20050428_dbgm6.img,7,254.3333333,484.2222222,640.7777778,1235.777778,2524.555556,1548.444444,16.72655905,35.87564255,17.81246616,28.02688304,51.41575874,54.84951354,106.4444444,117.5555556,175.1111111,116.5555556,6.273597428,2.06080411,6.349880917,116.5555556,9
y,chat10,23/10/2004,145.7734116,-19.98039277,12.5,15,4,0,0,30.5,50.5,0,2.5,0.5,2.5,35.3,9.5,0,10,201,200,14577341_01998039_20041023_000000,14577341_01998039_20041023_000000,l5tmre_p095r074_20041022_dbgm5.img,1,763.5555556,1055.333333,1364.777778,2291.222222,3240.666667,2486.444444,24.8153676,19.821425,28.71228068,48.34316631,49.28150431,68.34733371,125.2222222,118.3333333,155,109.2222222,2.615244955,2.108185107,3.231786572,109.2222222,9
y,wst013,4/03/2013,141.53472,-30.18659,0.7,15.7,2.7,3,5.4,66.6,0,6.7,0.7,0.3,0,0,0,0,0,299,299,14153472_03018659_20130305_023000,14153472_03018659_20130305_023000,l7tmre_p096r081_20130216_dbgm4.img,16,591.7777778,967,1618.333333,2236.888889,3454.666667,2592.444444,26.64072813,23.55607966,86.89073598,71.77192959,90.78546139,141.7353646,132.7777778,104.6666667,161.1111111,109.1111111,6.087834459,1.56347192,5.645931563,109.1111111,9
y,ariz04,3/04/2003,141.1687328,-20.11053394,19.1,13.3,0,14,61,6.3,5.3,0,17.3,0,0,7,2.7,0,3,300,300,14116873_02011053_20030403_000000,14116873_02011053_20030403_000000,l7tmre_p098r074_20030408_dbgm4.img,5,463.6666667,853.1111111,737.2222222,3283.555556,1781.777778,881,8.576453554,14.73804182,11.37031005,94.25628315,52.48233095,19.04964275,111.6666667,169,118,114.5555556,3.16227766,1.247219129,2.788866755,114.5555556,9
n,glenhaven003,23/03/2018,149.80502,-26.17024,0,8,0,0,78.3,12,1.3,0.3,0,0,0,0.3,0,0,0.3,300,300,14980502_02617024_20180323_000000,14980502_02617024_20180323_000000,l8olre_p092r078_20180329_dbgm5.img,6,393.1111111,839.2222222,736.8888889,3539.111111,2191.222222,1073.777778,6.95132992,10.03081671,16.80902168,65.82712113,24.56636263,30.6875935,172.1111111,117.5555556,113.1111111,,1.448711646,1.640535896,0.314269681,,9
y,wind18,16/04/2003,142.4049826,-25.16290986,0,77.2,1,0,1.5,11.9,8.4,0,0,0,0,0,0,0,0,202,202,14240498_02516290_20030416_000000,14240498_02516290_20030416_000000,l7tmre_p096r077_20030410_dbgm4.img,6,1243.333333,2017.222222,2821.333333,3333,3953.888889,3433.111111,21.49418526,35.09282224,43.27945368,46.64761516,79.40115371,57.22556625,168.2222222,102.2222222,128.1111111,105,3.48895966,0.785674201,3.984538017,105,9
y,tulun01,2/09/2005,152.5399116,-27.2737234,0.5,2.5,0,0,19.5,77,1,0,0,0,0,0.5,0.5,0,0,200,200,15253991_02727372_20050902_000000,15253991_02727372_20050902_000000,l5tmre_p089r079_20050827_dbgm6.img,6,569.2222222,717.4444444,920.5555556,1689.555556,3182.777778,2093.444444,29.47231385,19.16078815,12.8158852,36.50908901,71.26909534,64.84701845,100.3333333,120.1111111,178.5555556,112.2222222,0.666666667,2.643417167,3.095197395,112.2222222,9
y,wind27,18/04/2003,142.9783236,-25.57010243,3,46.5,12,22,0,2,15,2.5,0,14.5,0.5,3,3,0,0,200,200,14297832_02557010_20030418_000000,14297832_02557010_20030418_000000,l7tmre_p096r078_20030410_dbgm4.img,8,599.3333333,1173.333333,2320.555556,2840.111111,4207,3326.111111,20.37972849,52.19408225,77.07443893,85.44711743,76.36898731,71.43830974,155.2222222,100.5555556,142.6666667,106.8888889,1.685083432,0.684934889,1.825741858,106.8888889,9
y,mulurulu26,19/05/2011,143.4235676,-33.32530116,3,29,8,0,24.7,21,16.7,0.7,0.3,0,0,3.3,2.7,0,0.7,300,300,14342356_03332530_20110519_000000,14342356_03332530_20110519_000000,l7tmre_p094r083_20110504_dbgm5.img,15,362.7777778,652.1111111,1011.333333,2266.222222,2414.333333,1748.333333,24.81387505,30.84529298,73.61914002,104.6929667,223.7965346,169.4192695,120.1111111,133.4444444,144.7777778,112.5555556,3.071172214,1.640535896,3.0469576,112.5555556,9
y,nam-014,21/06/2012,149.366619,-30.23819278,0,0,0,0,37.7,50,12.3,0,0,0.3,0,0,0,0,0,300,300,14936661_03023819_20120621_100000,14936661_03023819_20120621_100000,l7tmre_p091r081_20120617_dbgm5.img,4,445,653,870,1557.666667,2717.666667,1745,51.19244736,63.27716808,55.34939526,133.9120773,173.6637876,81.05964882,105,117.6666667,176.5555556,113.7777778,4.396968653,4.216370214,5.101440126,113.7777778,9
y,chat05,22/04/2006,145.8974936,-20.30311578,0.5,6.5,5,0,66.5,4,18,0,0.5,0,0,0,0,0,0,200,200,14589749_02030311_20060422_000000,14589749_02030311_20060422_000000,l7tmre_p095r074_20060427_dbgm5.img,5,759.6666667,1006.111111,1185.777778,2372.888889,2627.111111,1839.222222,31.92003899,31.31717471,29.962116,35.13606708,42.68084255,51.9011406,120.6666667,131.3333333,146.6666667,110.6666667,3.197221016,1.490711985,3.399346342,110.6666667,9
y,tas047,9/02/2018,147.78864,-42.2885,28.7,1.3,0.7,9,7,10.7,70.3,1,5,6.7,0.7,51,21,0.3,18.3,300,300,14778864_04228850_20180209_000000,14778864_04228850_20180209_000000,l8olre_p090r089_20180211_dbgm5.img,2,242.1111111,341.6666667,423.4444444,1666.666667,1585,908.3333333,23.47785928,34.24746544,43.31823099,45.42392908,113.856635,72.11410711,148.2222222,145,120.4444444,,1.314684396,0.666666667,1.257078722,,9
y,chatc147,28/02/1998,145.438705,-19.07141644,2.1,78.2,0,2.5,9.6,2.1,4.6,2.9,1.2,0,0,1.2,0.8,0,0.4,241,239,14543870_01907141_19980228_000040,14543870_01907141_19980228_000040,l5tmre_p095r073_19980311_dbgm5.img,11,631.1111111,993.7777778,1238.111111,2365.222222,3187.111111,2300.666667,47.51711842,81.48180135,151.8306399,78.96240706,226.1545413,229.1593332,117.3333333,128,153.2222222,109.7777778,5.537749242,7.363574011,4.779069593,109.7777778,9
y,mtesk01,26/11/2004,152.5079079,-27.1785756,0,0,0,0,42.5,57,0.5,0,0,0,0,0,0,0,0,200,200,15250790_02717857_20041126_000000,15250790_02717857_20041126_000000,l7tmre_p090r079_20041127_dbgm6.img,1,404.7777778,549.2222222,654.3333333,1720.111111,2516.333333,1466.111111,17.50414413,14.50500127,20.14944168,27.25779988,31.86778241,15.80748377,100,143.6666667,155.6666667,115.4444444,0,2.40370085,2.309401077,115.4444444,9
y,chatc020,27/09/1997,146.4597353,-20.1456251,3.7,70,0,6.7,0.8,17.5,5.4,0,3.8,0,0,0,0,0,0,240,240,14645973_02014562_19970927_000021,14645973_02014562_19970927_000021,l5tmre_p094r074_19970925_dbgm5.img,2,755,1132.444444,1503,2142.555556,3062.888889,2651,34.20201424,41.74289324,56.82526825,74.68915005,94.64723327,246.7144098,145.6666667,107.2222222,145.4444444,109,8.524474568,4.466611387,5.293835222,109,9
y,vic2017097,13/04/2017,143.047,-34.91208,0,0,44.5,0.5,0,7.5,47.5,0,0,0,0,0,0,0,0,200,200,14304700_03491208_20170413_000000,14304700_03491208_20170413_000000,l8olre_p094r084_20170410_dbgm4.img,3,710.6666667,1101.333333,1710.444444,2466.777778,3893.333333,3256.888889,6.429100507,16.41137817,31.30889512,51.71240508,87.45284444,84.90575749,144.6666667,103.5555556,150.5555556,107.8888889,2.538591035,0.496903995,2.629368792,107.8888889,9
y,chatc013,25/09/1997,146.5718571,-19.83426429,0.8,28.7,0,0,11.2,41.7,18.3,0,0.8,0,0,0,0,0,0,242,240,14657185_01983426_19970925_000000,14657185_01983426_19970925_000000,l5tmre_p094r074_19970925_dbgm5.img,0,729.7777778,980.2222222,1247.666667,1992,3248.888889,2416.555556,27.23061095,30.90047744,43.72388109,55.42161632,72.87194925,116.5238279,115.4444444,112.4444444,170.6666667,110,3.531166352,1.422916497,3.299831646,110,9
n,NC08,17/07/2017,141.57544,-23.44862,0,41.3,0.3,31.3,0.3,14.3,12.3,0,0,0,0,0,0,0,0,300,300,14157543_02344862_20170717_000000,14157543_02344862_20170717_000000,l8olre_p097r076_20170720_dbgm4.img,3,945.7777778,1539.444444,2198,2698.555556,3786.444444,2940.444444,83.91500697,144.3853725,201.1793009,187.9716947,297.5664673,307.8030074,142.5555556,100,156.4444444,106.4444444,6.800508332,0,6.800508332,106.4444444,9
y,chat24,4/04/2004,146.0051136,-19.46422197,0,39.1,1.5,6.9,5.4,32.7,14.4,0,0,0,0,0,0,0,0,202,202,14600511_01946422_20040404_000000,14600511_01946422_20040404_000000,l5tmre_p095r073_20040327_dbgm5.img,8,849.2222222,1230,1623,2384.111111,3070.222222,2493,141.4808804,143.0912685,105.4187417,191.4526019,140.9663299,95.49869109,142.5555556,112,144,108.5555556,2.79329002,2.40370085,3.231786572,108.5555556,9
y,quil0101,20/10/2008,144.2114008,-26.89047642,7.9,62.9,1.3,0,3.3,2.3,30.1,0,0.7,0,0.3,20.7,7,3,5,300,299,14421140_02689047_20081020_000000,14421140_02689047_20081020_000000,l5tmre_p095r079_20081017_dbgm5.img,3,615,1122.333333,1616.777778,2395.222222,3135.111111,2696.444444,10.93414631,15.71269833,28.65417471,24.40754791,56.48489364,70.57873635,149,112,137.2222222,108.6666667,2.260776661,0.942809042,2.096440252,108.6666667,9
y,samford01,23/01/2013,152.8787819,-27.3891842,54.4,0,1,0.3,12.7,6.3,79.7,0,14.7,7,0,91.3,41.7,0.3,12.7,300,300,15287878_02738918_20130123_000000,15287878_02738918_20130123_000000,l7tmre_p089r079_20130113_dbgm6.img,10,457,599.6666667,559.1111111,2393.222222,1576.111111,748,28.54625875,13.08943594,38.25773544,41.22506729,43.32165085,37.37794953,102.4444444,163.5555556,133,117.7777778,1.949992086,3.890475867,4.396968653,117.7777778,9
y,hamcove01,23/03/2005,152.5144131,-27.29866296,0,9.5,0,0,41.2,43.7,5.5,0,0,0,0,0,0,0,0,199,199,15251441_02729866_20050323_000000,15251441_02729866_20050323_000000,l5tmre_p089r079_20050320_dbgm6.img,3,798.2222222,1015,1187.111111,2428.555556,2324.222222,1443.777778,26.12694555,9.865765725,41.38020043,46.78345175,45.33769042,38.82375498,113,130.4444444,155.4444444,111.3333333,1.699673171,2.165954299,3.499559055,111.3333333,9
y,tulun02,31/05/2006,152.5387903,-27.27611215,0,1,0,0,19,74,6,0,0,0,0,0,0,0,0,200,200,15253879_02727611_20060531_000000,15253879_02727611_20060531_000000,l5tmre_p090r079_20060602_dbgm6.img,2,415.3333333,675.1111111,875.5555556,1596.222222,3647.333333,2457.555556,41.51840288,32.20574291,46.21474298,45.93177979,151.9700263,139.0004885,100.5555556,115.3333333,182.6666667,112.2222222,0.684934889,3.771236166,3.559026084,112.2222222,9
y,theodore_sf3,7/11/2016,149.57792,-25.02876,35.7,10,2.3,0,12.7,24,51,0,1,0,0.7,50.3,31.3,0,10.7,300,300,14957792_02502876_20161108_000000,14957792_02502876_20161108_000000,l7tmre_p092r077_20161026_dbgm5.img,12,388.3333333,533.6666667,674,1771.888889,2032.444444,1430.222222,6.76592771,9.225568335,18.25741858,16.58945076,47.05814633,55.82070062,113,139.2222222,146.4444444,115.8888889,1.885618083,1.314684396,1.49897084,115.8888889,9
n,QC07,26/09/2017,138.09694,-23.88002,4.4,52.7,0,0,0.3,17.7,29.3,0,0.7,0,0,1.7,3.7,0,1.7,300,300,13809693_02388002_20170926_000000,13809693_02388002_20170926_000000,l8olre_p100r076_20170927_dbgm3.img,1,573.1111111,872.7777778,1613.222222,2551.555556,3569.333333,2920.888889,4.863570806,18.18288437,75.78592332,93.23817901,154.8805992,137.5907333,140.7777778,114.6666667,143.1111111,108.6666667,2.148786623,1.632993162,2.557969874,108.6666667,9
y,wambianaebrownei02,22/10/2015,146.11678,-20.53332,27.6,19,1,0,0,14.3,65.7,0,3.3,2.7,1,38.3,23,0,9.3,300,300,14611678_02053332_20151023_050700,14611678_02053332_20151023_050700,l8olre_p095r074_20151021_dbgm5.img,1,819.5555556,1112.444444,1477.666667,2964.777778,3635.444444,2401.666667,22.44059373,33.21348826,44.78591048,105.6785249,56.11716139,63.2525801,116.7777778,129.4444444,152.6666667,108.3333333,3.0469576,1.065740339,3.741657387,108.3333333,9
y,quil05,22/10/2002,143.6581865,-26.36915055,0,22.5,10,0,0,46,21.5,0,0,0,0,0,0,0,0,200,200,14365818_02636915_20021022_000000,14365818_02636915_20021022_000000,l7tmre_p095r078_20021025_dbgm5.img,3,783.6666667,1325.555556,1980.444444,2624.888889,3311,2661.666667,24.27618861,35.41848579,42.89809918,42.68084255,63.39996495,39.90265934,148.7777778,105.4444444,144.2222222,107.7777778,1.39664501,0.955813919,1.930905244,107.7777778,9
y,sunnydale12,1/05/2009,141.5019882,-32.26470117,1.7,33,28.5,0,16.5,2.4,18.6,1,1.7,0,2.3,0.3,0,0,0.3,299,291,14150198_03226470_20090501_000000,14150198_03226470_20090501_000000,l5tmre_p096r082_20090504_dbgm4.img,3,529.5555556,1143.111111,1967.666667,2711.222222,3868.777778,3285.111111,36.83630791,42.67823917,64.1958808,49.93724457,76.70691375,145.8922315,152.8888889,107.3333333,138.5555556,107.3333333,5.952486772,1.490711985,4.901498889,107.3333333,9
y,kara002,7/10/2013,153.0863204,-27.62492921,51.7,1.7,0,1,13.3,19.7,64.3,0,7.3,5,0.7,85.3,40.3,0.3,17,300,300,15308632_02762493_20131008_021000,15308632_02762493_20131008_021000,l8olre_p089r079_20131004_dbgm6.img,3,261.1111111,362.8888889,387,1996.888889,1367.333333,658.6666667,8.00617046,10.71286293,13.14872195,92.81935196,55.44166103,34.54465709,101.4444444,159.7777778,137.5555556,121.6666667,1.165343165,1.617802198,1.165343165,121.6666667,9
y,chatc152,18/02/1998,145.0777688,-20.16501463,0,24.7,0,1.2,70,2.5,1.6,0,0,0,0,0,0,0,0,243,243,14507776_02016501_19980218_000006,14507776_02016501_19980218_000006,l5tmre_p095r074_19980223_dbgm5.img,5,446.4444444,757.5555556,650.4444444,3155.333333,1587.555556,759.2222222,18.5658654,23.74452504,26.27255057,58.44275452,44.35991963,48.24884058,109.1111111,169.7777778,120.1111111,116.1111111,6.244009475,1.617802198,7.171617584,116.1111111,9
y,quil09,23/10/2002,143.8867012,-26.61479282,0,18,5.3,50.3,0,3.7,21.7,1,0,0.3,0,11.3,0,4.3,0,301,300,14388670_02661479_20021023_000000,14388670_02661479_20021023_000000,l7tmre_p095r078_20021025_dbgm5.img,2,493.1111111,828.3333333,1281.111111,1912.666667,2765.111111,2362.777778,19.54734676,40.01943972,71.70223062,41.29030018,134.7717778,146.2750664,141.4444444,110.4444444,146.5555556,110.7777778,2.79329002,2.408831488,2.362254625,110.7777778,9
y,mac019,29/05/2015,147.53296,-30.82789,52.9,2,0,0,5,7.3,85.7,0,3,2.7,0,85.7,38.7,0,25.3,300,300,14753296_03082789_20150530_040800,14753296_03082789_20150530_040800,l7tmre_p092r081_20150602_dbgm5.img,4,271.6666667,401.8888889,529,1872.111111,1620.666667,852.6666667,42.53887111,37.63404028,46.97280537,84.91753443,88.98689042,86.67307669,106.7777778,148,143.6666667,119.5555556,3.325917677,4.163331999,2.748737084,119.5555556,9
y,vic2017074,30/03/2017,142.5113,-36.20538,0,0,37,0,0,3.5,59.5,0,0,0,0,0,0,0,0,200,200,14251130_03620538_20170330_000000,14251130_03620538_20170330_000000,l7tmre_p094r085_20170402_dbgm4.img,3,1105.888889,1371.888889,1736.777778,2353,4305.444444,3503.333333,53.01874814,53.48820108,48.45336309,63.37191807,90.11117961,98.90736407,133.7777778,100,165.1111111,107.1111111,4.049081591,0,4.012326686,107.1111111,9
y,capecleve02checknotduplicate,22/06/2015,147.02588,-19.30016,39,0.3,0,0,1.3,75,23.3,0,0,1.7,0,51,35.3,0.3,9.3,300,300,14702588_01930016_20150623_030600,14702588_01930016_20150623_030600,l8olre_p094r073_20150624_dbgm5.img,2,332.4444444,483.6666667,523.6666667,2363.888889,1666.111111,832.1111111,11.25572557,27.48737084,23.70653918,123.1660527,151.6658934,71.09218498,102,158.6666667,138.1111111,118.1111111,1.490711985,2.624669291,3.247030932,118.1111111,9
y,rcl04,25/10/2006,148.9083549,-22.84651817,0,6,0,0.5,0,41.5,52,0,0,0,0,0,0,0,0,200,200,14890835_02284651_20061025_000000,14890835_02284651_20061025_000000,l5tmre_p092r076_20061006_dbgm5.img,19,535.7777778,782.6666667,979.8888889,1645.111111,2736.777778,2077.555556,20.02652562,14.74222959,30.84169056,15.58806128,37.8822086,42.47381183,115.3333333,113.5555556,169.3333333,112,2.867441756,1.770819717,2.309401077,112,9
y,chatc040,1/10/1997,145.9839401,-19.4940592,2.5,49.8,0,10,5.8,18.7,13.7,2.1,0,0,0,2.5,2.5,0,0,241,241,14598394_01949405_19971001_000038,14598394_01949405_19971001_000038,l5tmre_p095r074_19971002_dbgm5.img,1,906.4444444,1369.444444,1808,2712.444444,4362.555556,3560.333333,41.67096274,48.77866362,74.05853541,77.14648564,129.9342664,150.8450272,140.6666667,106.4444444,151.2222222,106.8888889,4.898979486,1.949992086,3.909469352,106.8888889,9
y,fg44,16/09/2016,141.71489,-31.11494,4.5,20,1.3,39.3,14.7,7.3,16,1.3,0,0.3,0.3,12,4.3,0,3.3,300,300,14171489_03111494_20160916_000000,14171489_03111494_20160916_000000,l8olre_p096r081_20160912_dbgm4.img,4,670.4444444,1019.444444,1462.333333,2306.666667,3082.444444,2385.888889,13.8572974,26.24292968,65.89891248,53.79177963,88.36428528,96.71544108,133.8888889,112.5555556,151.6666667,109.1111111,3.478327965,2.114033066,2.708012802,109.1111111,9
y,byrangery,21/02/2016,153.42718,-28.63369,0,0,0,0,86,10.3,3.7,0,0,0.3,0,0,0,0,0,300,300,15342718_02863369_20160221_220700,15342718_02863369_20160221_220700,l8olre_p089r080_20160215_dbgm6.img,6,221.3333333,561.3333333,330.4444444,3700.888889,1755,743.3333333,13.95229969,28.409701,35.73392758,130.7707446,106.1466491,54.96261356,105.3333333,193.6666667,100,118.5555556,2.357022604,2.357022604,0,118.5555556,9
y,suns0103,12/10/2011,153.1011905,-25.95226119,93.6,1.7,0.3,1,0,0,97,0,53.8,1.3,0.3,93.3,86,0,0.3,299,299,15310119_02595226_20111012_100000,15310119_02595226_20111012_100000,l5tmre_p089r078_20110929_dbgm6.img,13,127.6666667,291.2222222,197.7777778,3020.333333,976.8888889,338.6666667,11.84154645,18.68319374,20.65471578,66.49477841,53.40088315,41.59059723,101.1111111,185.8888889,111.7777778,128.5555556,1.448711646,5.300826863,6.124228346,128.5555556,9
y,vic2017055,22/03/2017,141.53442,-34.46245,0,0,34,0,0,6.5,59.5,0,0,0,0,0,0,0,0,200,200,14153442_03446245_20170321_000000,14153442_03446245_20170321_000000,l8olre_p096r084_20170323_dbgm4.img,1,826.4444444,1222.111111,1902.333333,2566.222222,3781.111111,2793.555556,15.39921435,24.47422428,49.45705208,58.05701753,48.86362984,51.12101353,133,100.8888889,164.5555556,107.5555556,1.943650632,0.566557724,2.266230895,107.5555556,9
y,tulun01,30/06/2006,152.5399116,-27.2737234,1,0,0,0,25,71.5,3.5,0,0.5,0,0,0.5,0.5,0,0,200,200,15253991_02727372_20060630_000000,15253991_02727372_20060630_000000,l5tmre_p089r079_20060627_dbgm6.img,3,378.6666667,560.5555556,682.4444444,1390.444444,2893,1823.333333,20.22100118,43.59182164,22.11139028,34.86198538,78.58328915,41.26607431,101.8888889,123.7777778,173.4444444,115,3.572874487,3.325917677,4.245549594,115,9
y,lancewood1,29/08/2016,145.67591,-19.49909,52.6,2.3,6.7,8,2,21.7,59.3,0,6.3,11,0.3,81,41.7,1.3,16.7,300,300,14567595_01949906_20160829_000000,14567595_01949906_20160829_000000,l7tmre_p095r073_20160828_dbgm5.img,1,246.4444444,408.8888889,438,1698,1631.555556,943,24.61756875,23.05281108,28.409701,104.5158149,70.94929506,73.5723378,102.5555556,152.1111111,143.8888889,119.8888889,1.832491389,4.012326686,2.643417167,119.8888889,9
y,quil10,23/10/2002,144.2906431,-26.32769349,0,68.5,1.5,0,0,7.5,22.5,0,0,0,0,0,0,0,0,200,200,14429064_02632769_20021023_000000,14429064_02632769_20021023_000000,l7tmre_p095r078_20021025_dbgm5.img,2,1090.222222,1888.666667,2833,3826.777778,4738,4261,56.84242895,47.68880605,63.47177851,62.23392747,69.43422147,65.03332479,186.5555556,109.3333333,102.7777778,105,2.31474074,0.666666667,2.042752923,105,9
y,chatc051,3/10/1997,146.2335994,-20.01255375,9.3,66.8,0,0,2.6,9.1,21.6,0,5.8,0,0,6.7,3.8,0.8,2.1,240,232,14623359_02001255_19971003_000049,14623359_02001255_19971003_000049,l5tmre_p095r074_19971002_dbgm5.img,1,549.8888889,912,1410.111111,2091,3694.333333,2940.444444,14.82073956,38.98432734,64.94004833,106.7697419,156.5716024,139.0963783,127.6666667,105.6666667,165,109.3333333,2.828427125,2.828427125,5.077182071,109.3333333,9
n,QC13,3/10/2017,138.22652,-23.29371,10,60.3,0,6.7,0,17,16,0,10,5,0.7,0,0,0,0,300,300,13822652_02329371_20171003_000000,13822652_02329371_20171003_000000,l8olre_p099r076_20171006_dbgm4.img,3,524.4444444,885.4444444,1851,2651.111111,3966.888889,3290.555556,12.83321308,32.53412264,84.44722218,89.87082637,120.0568795,94.48940106,149.8888889,110.7777778,137.8888889,107.8888889,2.643417167,1.030402055,2.601044425,107.8888889,9
y,hamcove01,3/02/2006,152.5144131,-27.29866296,0,7.5,0.5,0.5,57.7,32.8,1.5,0,0,0,0,0,0,0,0,201,201,15251441_02729866_20060203_000000,15251441_02729866_20060203_000000,l5tmre_p089r079_20060203_dbgm6.img,0,469.3333333,728.8888889,933.6666667,2244.444444,2870.111111,1736.333333,17.77013725,22.60012018,27.45501371,50.23967248,22.97556405,43.82794644,102.4444444,140.4444444,156.1111111,112.1111111,1.770819717,1.706921277,2.330686329,112.1111111,9
y,wivenhill01,19/07/2011,152.5547024,-27.35489715,20.6,2.7,0,6.4,0.3,83.6,6,1,1,0.7,0,44.3,17.7,0,11,300,299,15255470_02735489_20110719_000000,15255470_02735489_20110719_000000,l5tmre_p090r079_20110718_dbgm6.img,1,273.2222222,524.5555556,631,1786.777778,2334.444444,1248.222222,36.11333327,42.63048234,45.7140873,68.82793002,133.8233588,122.8710053,100.3333333,147,152.1111111,116.1111111,0.942809042,3.333333333,2.514157444,116.1111111,9
